"Balancing Authority","Local Time at End of Hour","UTC Time at End of Hour","Demand Forecast (MW)","Demand (MW)","Net Generation (MW)","Total Interchange (MW)","Sum(Valid DIBAs) (MW)","Demand (MW) (Imputed)","Net Generation (MW) (Imputed)","Total Interchange (MW) (Imputed)","Demand (MW) (Adjusted)","Net Generation (MW) (Adjusted)","Total Interchange (MW) (Adjusted)","Region"
SEC,06/05/2025 4:00:00 PM,06/05/2025 8:00:00 PM,,352,2465,2114,2114,,,,352,2465,2114,FLA
SEC,06/05/2025 5:00:00 PM,06/05/2025 9:00:00 PM,,314,2356,2041,2041,,,,314,2356,2041,FLA
SEC,06/05/2025 6:00:00 PM,06/05/2025 10:00:00 PM,,309,2265,1955,1955,,,,309,2265,1955,FLA
SEC,06/05/2025 7:00:00 PM,06/05/2025 11:00:00 PM,,299,2365,2066,2066,,,,299,2365,2066,FLA
SEC,06/05/2025 8:00:00 PM,06/06/2025 12:00:00 AM,,289,2405,2116,2116,,,,289,2405,2116,FLA
SEC,06/05/2025 9:00:00 PM,06/06/2025 1:00:00 AM,,282,2345,2063,2063,,,,282,2345,2063,FLA
SEC,06/05/2025 10:00:00 PM,06/06/2025 2:00:00 AM,,270,2362,2092,2092,,,,270,2362,2092,FLA
SEC,06/05/2025 11:00:00 PM,06/06/2025 3:00:00 AM,,247,2285,2038,2038,,,,247,2285,2038,FLA
SEC,06/06/2025 12:00:00 AM,06/06/2025 4:00:00 AM,,217,2079,1862,1862,,,,217,2079,1862,FLA
SEC,06/06/2025 1:00:00 AM,06/06/2025 5:00:00 AM,187,196,1853,1657,1657,,,,196,1853,1657,FLA
SEC,06/06/2025 2:00:00 AM,06/06/2025 6:00:00 AM,171,174,1690,1515,1515,,,,174,1690,1515,FLA
SEC,06/06/2025 3:00:00 AM,06/06/2025 7:00:00 AM,161,165,1603,1438,1438,,,,165,1603,1438,FLA
SEC,06/06/2025 4:00:00 AM,06/06/2025 8:00:00 AM,156,159,1537,1379,1379,,,,159,1537,1379,FLA
SEC,06/06/2025 5:00:00 AM,06/06/2025 9:00:00 AM,156,159,1513,1354,1354,,,,159,1513,1354,FLA
SEC,06/06/2025 6:00:00 AM,06/06/2025 10:00:00 AM,162,164,1527,1362,1362,,,,164,1527,1362,FLA
SEC,06/06/2025 7:00:00 AM,06/06/2025 11:00:00 AM,175,172,1581,1408,1408,,,,172,1581,1408,FLA
SEC,06/06/2025 8:00:00 AM,06/06/2025 12:00:00 PM,184,184,1633,1449,1449,,,,184,1633,1449,FLA
SEC,06/06/2025 9:00:00 AM,06/06/2025 1:00:00 PM,197,207,1745,1537,1537,,,,207,1745,1537,FLA
SEC,06/06/2025 10:00:00 AM,06/06/2025 2:00:00 PM,219,242,1904,1663,1663,,,,242,1904,1663,FLA
SEC,06/06/2025 11:00:00 AM,06/06/2025 3:00:00 PM,252,273,2032,1758,1758,,,,273,2032,1758,FLA
SEC,06/06/2025 12:00:00 PM,06/06/2025 4:00:00 PM,288,308,2178,1870,1870,,,,308,2178,1870,FLA
SEC,06/06/2025 1:00:00 PM,06/06/2025 5:00:00 PM,319,343,2159,1817,1817,,,,343,2159,1817,FLA
SEC,06/06/2025 2:00:00 PM,06/06/2025 6:00:00 PM,344,351,2141,1790,1790,,,,351,2141,1790,FLA
SEC,06/06/2025 3:00:00 PM,06/06/2025 7:00:00 PM,359,355,2192,1836,1836,,,,355,2192,1836,FLA
SEC,06/06/2025 4:00:00 PM,06/06/2025 8:00:00 PM,369,379,2309,1930,1930,,,,379,2309,1930,FLA
SEC,06/06/2025 5:00:00 PM,06/06/2025 9:00:00 PM,373,438,2248,1810,1810,,,,438,2248,1810,FLA
SEC,06/06/2025 6:00:00 PM,06/06/2025 10:00:00 PM,369,450,2171,1722,1722,,,,450,2171,1722,FLA
SEC,06/06/2025 7:00:00 PM,06/06/2025 11:00:00 PM,358,410,2221,1810,1810,,,,410,2221,1810,FLA
SEC,06/06/2025 8:00:00 PM,06/07/2025 12:00:00 AM,336,368,2289,1921,1921,,,,368,2289,1921,FLA
SEC,06/06/2025 9:00:00 PM,06/07/2025 1:00:00 AM,316,366,2292,1926,1926,,,,366,2292,1926,FLA
SEC,06/06/2025 10:00:00 PM,06/07/2025 2:00:00 AM,295,316,2360,2044,2044,,,,316,2360,2044,FLA
SEC,06/06/2025 11:00:00 PM,06/07/2025 3:00:00 AM,265,283,2200,1917,1917,,,,283,2200,1917,FLA
SEC,06/07/2025 12:00:00 AM,06/07/2025 4:00:00 AM,236,252,2123,1871,1871,,,,252,2123,1871,FLA
SEC,06/07/2025 1:00:00 AM,06/07/2025 5:00:00 AM,218,224,1913,1689,1689,,,,224,1913,1689,FLA
SEC,06/07/2025 2:00:00 AM,06/07/2025 6:00:00 AM,195,202,1751,1549,1549,,,,202,1751,1549,FLA
SEC,06/07/2025 3:00:00 AM,06/07/2025 7:00:00 AM,180,188,1699,1511,1511,,,,188,1699,1511,FLA
SEC,06/07/2025 4:00:00 AM,06/07/2025 8:00:00 AM,172,182,1593,1411,1411,,,,182,1593,1411,FLA
SEC,06/07/2025 5:00:00 AM,06/07/2025 9:00:00 AM,167,173,1542,1370,1370,,,,173,1542,1370,FLA
SEC,06/07/2025 6:00:00 AM,06/07/2025 10:00:00 AM,166,169,1519,1349,1349,,,,169,1519,1349,FLA
SEC,06/07/2025 7:00:00 AM,06/07/2025 11:00:00 AM,168,175,1510,1335,1335,,,,175,1510,1335,FLA
SEC,06/07/2025 8:00:00 AM,06/07/2025 12:00:00 PM,179,192,1572,1380,1380,,,,192,1572,1380,FLA
SEC,06/07/2025 9:00:00 AM,06/07/2025 1:00:00 PM,202,217,1636,1419,1419,,,,217,1636,1419,FLA
SEC,06/07/2025 10:00:00 AM,06/07/2025 2:00:00 PM,235,253,1899,1647,1647,,,,253,1899,1647,FLA
SEC,06/07/2025 11:00:00 AM,06/07/2025 3:00:00 PM,273,291,2030,1739,1739,,,,291,2030,1739,FLA
SEC,06/07/2025 12:00:00 PM,06/07/2025 4:00:00 PM,309,326,2121,1795,1795,,,,326,2121,1795,FLA
SEC,06/07/2025 1:00:00 PM,06/07/2025 5:00:00 PM,341,352,2189,1837,1837,,,,352,2189,1837,FLA
SEC,06/07/2025 2:00:00 PM,06/07/2025 6:00:00 PM,368,383,2183,1800,1800,,,,383,2183,1800,FLA
SEC,06/07/2025 3:00:00 PM,06/07/2025 7:00:00 PM,389,403,2229,1826,1826,,,,403,2229,1826,FLA
SEC,06/07/2025 4:00:00 PM,06/07/2025 8:00:00 PM,398,414,2275,1862,1862,,,,414,2275,1862,FLA
SEC,06/07/2025 5:00:00 PM,06/07/2025 9:00:00 PM,400,410,2256,1846,1846,,,,410,2256,1846,FLA
SEC,06/07/2025 6:00:00 PM,06/07/2025 10:00:00 PM,393,405,2308,1903,1903,,,,405,2308,1903,FLA
SEC,06/07/2025 7:00:00 PM,06/07/2025 11:00:00 PM,378,387,2325,1937,1937,,,,387,2325,1937,FLA
SEC,06/07/2025 8:00:00 PM,06/08/2025 12:00:00 AM,357,340,2335,1995,1995,,,,340,2335,1995,FLA
SEC,06/07/2025 9:00:00 PM,06/08/2025 1:00:00 AM,334,349,2358,2008,2008,,,,349,2358,2008,FLA
SEC,06/07/2025 10:00:00 PM,06/08/2025 2:00:00 AM,312,327,2363,2036,2036,,,,327,2363,2036,FLA
SEC,06/07/2025 11:00:00 PM,06/08/2025 3:00:00 AM,283,295,2186,1891,1891,,,,295,2186,1891,FLA
SEC,06/08/2025 12:00:00 AM,06/08/2025 4:00:00 AM,254,266,2150,1885,1885,,,,266,2150,1885,FLA
SEC,06/08/2025 1:00:00 AM,06/08/2025 5:00:00 AM,229,237,1980,1743,1743,,,,237,1980,1743,FLA
SEC,06/08/2025 2:00:00 AM,06/08/2025 6:00:00 AM,208,218,1774,1557,1557,,,,218,1774,1557,FLA
SEC,06/08/2025 3:00:00 AM,06/08/2025 7:00:00 AM,194,202,1697,1495,1495,,,,202,1697,1495,FLA
SEC,06/08/2025 4:00:00 AM,06/08/2025 8:00:00 AM,184,192,1645,1454,1454,,,,192,1645,1454,FLA
SEC,06/08/2025 5:00:00 AM,06/08/2025 9:00:00 AM,179,190,1567,1377,1377,,,,190,1567,1377,FLA
SEC,06/08/2025 6:00:00 AM,06/08/2025 10:00:00 AM,176,187,1550,1365,1365,,,,187,1550,1365,FLA
SEC,06/08/2025 7:00:00 AM,06/08/2025 11:00:00 AM,180,186,1517,1330,1330,,,,186,1517,1330,FLA
SEC,06/08/2025 8:00:00 AM,06/08/2025 12:00:00 PM,190,203,1537,1334,1334,,,,203,1537,1334,FLA
SEC,06/08/2025 9:00:00 AM,06/08/2025 1:00:00 PM,218,233,1596,1363,1363,,,,233,1596,1363,FLA
SEC,06/08/2025 10:00:00 AM,06/08/2025 2:00:00 PM,250,270,1897,1627,1627,,,,270,1897,1627,FLA
SEC,06/08/2025 11:00:00 AM,06/08/2025 3:00:00 PM,291,307,2029,1722,1722,,,,307,2029,1722,FLA
SEC,06/08/2025 12:00:00 PM,06/08/2025 4:00:00 PM,325,338,2096,1757,1757,,,,338,2096,1757,FLA
SEC,06/08/2025 1:00:00 PM,06/08/2025 5:00:00 PM,352,367,2215,1847,1847,,,,367,2215,1847,FLA
SEC,06/08/2025 2:00:00 PM,06/08/2025 6:00:00 PM,376,362,2113,1751,1751,,,,362,2113,1751,FLA
SEC,06/08/2025 3:00:00 PM,06/08/2025 7:00:00 PM,399,335,2131,1795,1795,,,,335,2131,1795,FLA
SEC,06/08/2025 4:00:00 PM,06/08/2025 8:00:00 PM,407,383,2249,1866,1866,,,,383,2249,1866,FLA
SEC,06/08/2025 5:00:00 PM,06/08/2025 9:00:00 PM,408,356,2289,1933,1933,,,,356,2289,1933,FLA
SEC,06/08/2025 6:00:00 PM,06/08/2025 10:00:00 PM,407,361,2376,2015,2015,,,,361,2376,2015,FLA
SEC,06/08/2025 7:00:00 PM,06/08/2025 11:00:00 PM,389,360,2387,2026,2026,,,,360,2387,2026,FLA
SEPA,05/18/2025 7:00:00 PM,05/19/2025 12:00:00 AM,,,164,165,165,,,,,164,165,SE
SEPA,05/18/2025 8:00:00 PM,05/19/2025 1:00:00 AM,,,160,160,160,,,,,160,160,SE
SEPA,05/18/2025 9:00:00 PM,05/19/2025 2:00:00 AM,,,160,158,158,,,,,160,158,SE
SEPA,05/18/2025 10:00:00 PM,05/19/2025 3:00:00 AM,,,150,150,150,,,,,150,150,SE
SEPA,05/18/2025 11:00:00 PM,05/19/2025 4:00:00 AM,,,150,148,148,,,,,150,148,SE
SEPA,05/19/2025 12:00:00 AM,05/19/2025 5:00:00 AM,,,150,150,150,,,,,150,150,SE
SEPA,05/19/2025 1:00:00 AM,05/19/2025 6:00:00 AM,,,150,147,147,,,,,150,147,SE
SEPA,05/19/2025 2:00:00 AM,05/19/2025 7:00:00 AM,,,150,149,149,,,,,150,149,SE
SEPA,05/19/2025 3:00:00 AM,05/19/2025 8:00:00 AM,,,150,147,147,,,,,150,147,SE
SEPA,05/19/2025 4:00:00 AM,05/19/2025 9:00:00 AM,,,150,151,151,,,,,150,151,SE
SEPA,05/19/2025 5:00:00 AM,05/19/2025 10:00:00 AM,,,150,147,147,,,,,150,147,SE
SEPA,05/19/2025 6:00:00 AM,05/19/2025 11:00:00 AM,,,150,149,149,,,,,150,149,SE
SEPA,05/19/2025 7:00:00 AM,05/19/2025 12:00:00 PM,,,150,151,151,,,,,150,151,SE
SEPA,05/19/2025 8:00:00 AM,05/19/2025 1:00:00 PM,,,150,149,149,,,,,150,149,SE
SEPA,05/19/2025 9:00:00 AM,05/19/2025 2:00:00 PM,,,150,149,149,,,,,150,149,SE
SEPA,05/19/2025 10:00:00 AM,05/19/2025 3:00:00 PM,,,150,149,149,,,,,150,149,SE
SEPA,05/19/2025 11:00:00 AM,05/19/2025 4:00:00 PM,,,150,149,149,,,,,150,149,SE
SEPA,05/19/2025 12:00:00 PM,05/19/2025 5:00:00 PM,,,150,146,146,,,,,150,146,SE
SEPA,05/19/2025 1:00:00 PM,05/19/2025 6:00:00 PM,,,150,154,154,,,,,150,154,SE
SEPA,05/19/2025 2:00:00 PM,05/19/2025 7:00:00 PM,,,349,351,351,,,,,349,351,SE
SEPA,05/19/2025 3:00:00 PM,05/19/2025 8:00:00 PM,,,562,555,555,,,,,562,555,SE
SEPA,05/19/2025 4:00:00 PM,05/19/2025 9:00:00 PM,,,856,857,857,,,,,856,857,SE
SEPA,05/19/2025 5:00:00 PM,05/19/2025 10:00:00 PM,,,1008,1006,1006,,,,,1008,1006,SE
SEPA,05/19/2025 6:00:00 PM,05/19/2025 11:00:00 PM,,,988,992,992,,,,,988,992,SE
SEPA,05/19/2025 7:00:00 PM,05/20/2025 12:00:00 AM,,,1012,1011,1011,,,,,1012,1011,SE
SEPA,05/19/2025 8:00:00 PM,05/20/2025 1:00:00 AM,,,768,761,761,,,,,768,761,SE
SEPA,05/19/2025 9:00:00 PM,05/20/2025 2:00:00 AM,,,216,219,219,,,,,216,219,SE
SEPA,05/19/2025 10:00:00 PM,05/20/2025 3:00:00 AM,,,102,105,105,,,,,102,105,SE
