"Balancing Authority","Directly Interconnected Balancing Authority","Interchange (MW)","UTC Time at End of Hour","DIBA_Region"
AECI,SPA,78,05/23/2025 3:00:00 PM,CENT
AECI,SWPP,35,05/23/2025 3:00:00 PM,CENT
AECI,TVA,143,05/23/2025 3:00:00 PM,TEN
AECI,MISO,273,05/23/2025 4:00:00 PM,MIDW
AECI,SPA,104,05/23/2025 4:00:00 PM,CENT
AECI,SWPP,-5,05/23/2025 4:00:00 PM,CENT
AECI,TVA,141,05/23/2025 4:00:00 PM,TEN
AECI,MISO,293,05/23/2025 5:00:00 PM,MIDW
AECI,SPA,81,05/23/2025 5:00:00 PM,CENT
AECI,SWPP,95,05/23/2025 5:00:00 PM,CENT
AECI,TVA,161,05/23/2025 5:00:00 PM,TEN
AECI,MISO,229,05/23/2025 6:00:00 PM,MIDW
AECI,SPA,93,05/23/2025 6:00:00 PM,CENT
AECI,SWPP,134,05/23/2025 6:00:00 PM,CENT
AECI,TVA,168,05/23/2025 6:00:00 PM,TEN
AECI,MISO,254,05/23/2025 7:00:00 PM,MIDW
AECI,SPA,94,05/23/2025 7:00:00 PM,CENT
AECI,SWPP,89,05/23/2025 7:00:00 PM,CENT
AECI,TVA,168,05/23/2025 7:00:00 PM,TEN
AECI,MISO,248,05/23/2025 8:00:00 PM,MIDW
AECI,SPA,60,05/23/2025 8:00:00 PM,CENT
AECI,SWPP,2,05/23/2025 8:00:00 PM,CENT
AECI,TVA,166,05/23/2025 8:00:00 PM,TEN
AECI,MISO,162,05/23/2025 9:00:00 PM,MIDW
AECI,SPA,68,05/23/2025 9:00:00 PM,CENT
AECI,SWPP,-24,05/23/2025 9:00:00 PM,CENT
AECI,TVA,190,05/23/2025 9:00:00 PM,TEN
AECI,MISO,266,05/23/2025 10:00:00 PM,MIDW
AECI,SPA,7,05/23/2025 10:00:00 PM,CENT
AECI,SWPP,-49,05/23/2025 10:00:00 PM,CENT
AECI,TVA,163,05/23/2025 10:00:00 PM,TEN
AECI,MISO,351,05/23/2025 11:00:00 PM,MIDW
AECI,SPA,-66,05/23/2025 11:00:00 PM,CENT
AECI,SWPP,-60,05/23/2025 11:00:00 PM,CENT
AECI,TVA,161,05/23/2025 11:00:00 PM,TEN
AECI,MISO,590,05/24/2025 12:00:00 AM,MIDW
AECI,SPA,-130,05/24/2025 12:00:00 AM,CENT
AECI,SWPP,-213,05/24/2025 12:00:00 AM,CENT
AECI,TVA,165,05/24/2025 12:00:00 AM,TEN
AECI,MISO,746,05/24/2025 1:00:00 AM,MIDW
AECI,SPA,-170,05/24/2025 1:00:00 AM,CENT
AECI,SWPP,-376,05/24/2025 1:00:00 AM,CENT
AECI,TVA,189,05/24/2025 1:00:00 AM,TEN
AECI,MISO,827,05/24/2025 2:00:00 AM,MIDW
AECI,SPA,-126,05/24/2025 2:00:00 AM,CENT
AECI,SWPP,-434,05/24/2025 2:00:00 AM,CENT
AECI,TVA,192,05/24/2025 2:00:00 AM,TEN
AECI,MISO,771,05/24/2025 3:00:00 AM,MIDW
AECI,SPA,-64,05/24/2025 3:00:00 AM,CENT
AECI,SWPP,-485,05/24/2025 3:00:00 AM,CENT
AECI,TVA,187,05/24/2025 3:00:00 AM,TEN
AECI,MISO,625,05/24/2025 4:00:00 AM,MIDW
AECI,SPA,-71,05/24/2025 4:00:00 AM,CENT
AECI,SWPP,-396,05/24/2025 4:00:00 AM,CENT
AECI,TVA,162,05/24/2025 4:00:00 AM,TEN
AECI,MISO,428,05/24/2025 5:00:00 AM,MIDW
AECI,SPA,-101,05/24/2025 5:00:00 AM,CENT
AECI,SWPP,-211,05/24/2025 5:00:00 AM,CENT
AECI,TVA,129,05/24/2025 5:00:00 AM,TEN
AECI,MISO,296,05/24/2025 6:00:00 AM,MIDW
AECI,SPA,-47,05/24/2025 6:00:00 AM,CENT
AECI,SWPP,-240,05/24/2025 6:00:00 AM,CENT
AECI,TVA,112,05/24/2025 6:00:00 AM,TEN
AECI,MISO,374,05/24/2025 7:00:00 AM,MIDW
AECI,SPA,-50,05/24/2025 7:00:00 AM,CENT
AECI,SWPP,-250,05/24/2025 7:00:00 AM,CENT
AECI,TVA,108,05/24/2025 7:00:00 AM,TEN
AECI,MISO,449,05/24/2025 8:00:00 AM,MIDW
AECI,SPA,-24,05/24/2025 8:00:00 AM,CENT
AECI,SWPP,-336,05/24/2025 8:00:00 AM,CENT
AECI,TVA,113,05/24/2025 8:00:00 AM,TEN
AECI,MISO,433,05/24/2025 9:00:00 AM,MIDW
AECI,SPA,-11,05/24/2025 9:00:00 AM,CENT
AECI,SWPP,-305,05/24/2025 9:00:00 AM,CENT
AECI,TVA,110,05/24/2025 9:00:00 AM,TEN
AECI,MISO,377,05/24/2025 10:00:00 AM,MIDW
AECI,SPA,-8,05/24/2025 10:00:00 AM,CENT
AECI,SWPP,-279,05/24/2025 10:00:00 AM,CENT
AECI,TVA,117,05/24/2025 10:00:00 AM,TEN
AECI,MISO,298,05/24/2025 11:00:00 AM,MIDW
AECI,SPA,-23,05/24/2025 11:00:00 AM,CENT
AECI,SWPP,-232,05/24/2025 11:00:00 AM,CENT
AECI,TVA,114,05/24/2025 11:00:00 AM,TEN
AECI,MISO,69,05/24/2025 12:00:00 PM,MIDW
AECI,SPA,47,05/24/2025 12:00:00 PM,CENT
AECI,SWPP,-184,05/24/2025 12:00:00 PM,CENT
AECI,TVA,121,05/24/2025 12:00:00 PM,TEN
AECI,MISO,-134,05/24/2025 1:00:00 PM,MIDW
AECI,SPA,69,05/24/2025 1:00:00 PM,CENT
AECI,SWPP,-72,05/24/2025 1:00:00 PM,CENT
AECI,TVA,107,05/24/2025 1:00:00 PM,TEN
AECI,MISO,-10,05/24/2025 2:00:00 PM,MIDW
AECI,SPA,-28,05/24/2025 2:00:00 PM,CENT
AECI,SWPP,0,05/24/2025 2:00:00 PM,CENT
AECI,TVA,108,05/24/2025 2:00:00 PM,TEN
AECI,MISO,105,05/24/2025 3:00:00 PM,MIDW
AECI,SPA,73,05/24/2025 3:00:00 PM,CENT
AECI,SWPP,-61,05/24/2025 3:00:00 PM,CENT
AECI,TVA,125,05/24/2025 3:00:00 PM,TEN
AECI,MISO,-138,05/24/2025 4:00:00 PM,MIDW
AECI,SPA,178,05/24/2025 4:00:00 PM,CENT
AECI,SWPP,98,05/24/2025 4:00:00 PM,CENT
AECI,TVA,137,05/24/2025 4:00:00 PM,TEN
AECI,MISO,-197,05/24/2025 5:00:00 PM,MIDW
AECI,SPA,190,05/24/2025 5:00:00 PM,CENT
AECI,SWPP,259,05/24/2025 5:00:00 PM,CENT
AECI,TVA,144,05/24/2025 5:00:00 PM,TEN
AECI,MISO,-46,05/24/2025 6:00:00 PM,MIDW
AECI,SPA,134,05/24/2025 6:00:00 PM,CENT
AECI,SWPP,182,05/24/2025 6:00:00 PM,CENT
AECI,TVA,139,05/24/2025 6:00:00 PM,TEN
AECI,MISO,-70,05/24/2025 7:00:00 PM,MIDW
AECI,SPA,214,05/24/2025 7:00:00 PM,CENT
AECI,SWPP,208,05/24/2025 7:00:00 PM,CENT
AECI,TVA,157,05/24/2025 7:00:00 PM,TEN
AECI,MISO,-9,05/24/2025 8:00:00 PM,MIDW
AECI,SPA,158,05/24/2025 8:00:00 PM,CENT
AECI,SWPP,136,05/24/2025 8:00:00 PM,CENT
AECI,TVA,176,05/24/2025 8:00:00 PM,TEN
AECI,MISO,-121,05/24/2025 9:00:00 PM,MIDW
AECI,SPA,139,05/24/2025 9:00:00 PM,CENT
AECI,SWPP,199,05/24/2025 9:00:00 PM,CENT
AECI,TVA,175,05/24/2025 9:00:00 PM,TEN
AECI,MISO,-195,05/24/2025 10:00:00 PM,MIDW
AECI,SPA,162,05/24/2025 10:00:00 PM,CENT
AECI,SWPP,188,05/24/2025 10:00:00 PM,CENT
AECI,TVA,177,05/24/2025 10:00:00 PM,TEN
AECI,MISO,-178,05/24/2025 11:00:00 PM,MIDW
AECI,SPA,153,05/24/2025 11:00:00 PM,CENT
AECI,SWPP,105,05/24/2025 11:00:00 PM,CENT
AECI,TVA,173,05/24/2025 11:00:00 PM,TEN
AECI,MISO,-9,05/25/2025 12:00:00 AM,MIDW
AECI,SPA,127,05/25/2025 12:00:00 AM,CENT
AECI,SWPP,-82,05/25/2025 12:00:00 AM,CENT
AECI,TVA,147,05/25/2025 12:00:00 AM,TEN
AECI,MISO,220,05/25/2025 1:00:00 AM,MIDW
AECI,SPA,50,05/25/2025 1:00:00 AM,CENT
AECI,SWPP,-150,05/25/2025 1:00:00 AM,CENT
AECI,TVA,183,05/25/2025 1:00:00 AM,TEN
AECI,MISO,154,05/25/2025 2:00:00 AM,MIDW
AECI,SPA,164,05/25/2025 2:00:00 AM,CENT
AECI,SWPP,-66,05/25/2025 2:00:00 AM,CENT
AECI,TVA,187,05/25/2025 2:00:00 AM,TEN
AECI,MISO,77,05/25/2025 3:00:00 AM,MIDW
AECI,SPA,236,05/25/2025 3:00:00 AM,CENT
AECI,SWPP,64,05/25/2025 3:00:00 AM,CENT
AECI,TVA,181,05/25/2025 3:00:00 AM,TEN
AECI,MISO,291,05/25/2025 4:00:00 AM,MIDW
AECI,SPA,272,05/25/2025 4:00:00 AM,CENT
AECI,SWPP,-282,05/25/2025 4:00:00 AM,CENT
AECI,TVA,184,05/25/2025 4:00:00 AM,TEN
AECI,MISO,335,05/25/2025 5:00:00 AM,MIDW
AECI,SPA,212,05/25/2025 5:00:00 AM,CENT
AECI,SWPP,-399,05/25/2025 5:00:00 AM,CENT
AECI,TVA,165,05/25/2025 5:00:00 AM,TEN
AECI,MISO,52,05/25/2025 6:00:00 AM,MIDW
AECI,SPA,204,05/25/2025 6:00:00 AM,CENT
AECI,SWPP,-271,05/25/2025 6:00:00 AM,CENT
AECI,TVA,134,05/25/2025 6:00:00 AM,TEN
AECI,MISO,-78,05/25/2025 7:00:00 AM,MIDW
AECI,SPA,202,05/25/2025 7:00:00 AM,CENT
AECI,SWPP,-217,05/25/2025 7:00:00 AM,CENT
AECI,TVA,120,05/25/2025 7:00:00 AM,TEN
AECI,MISO,-87,05/25/2025 8:00:00 AM,MIDW
AECI,SPA,191,05/25/2025 8:00:00 AM,CENT
AECI,SWPP,-328,05/25/2025 8:00:00 AM,CENT
AECI,TVA,120,05/25/2025 8:00:00 AM,TEN
AECI,MISO,-16,05/25/2025 9:00:00 AM,MIDW
AECI,SPA,187,05/25/2025 9:00:00 AM,CENT
AECI,SWPP,-296,05/25/2025 9:00:00 AM,CENT
AECI,TVA,123,05/25/2025 9:00:00 AM,TEN
AECI,MISO,34,05/25/2025 10:00:00 AM,MIDW
AECI,SPA,169,05/25/2025 10:00:00 AM,CENT
AECI,SWPP,-254,05/25/2025 10:00:00 AM,CENT
AECI,TVA,129,05/25/2025 10:00:00 AM,TEN
AECI,MISO,-12,05/25/2025 11:00:00 AM,MIDW
AECI,SPA,208,05/25/2025 11:00:00 AM,CENT
AECI,SWPP,-171,05/25/2025 11:00:00 AM,CENT
AECI,TVA,136,05/25/2025 11:00:00 AM,TEN
AECI,MISO,-109,05/25/2025 12:00:00 PM,MIDW
AECI,SPA,208,05/25/2025 12:00:00 PM,CENT
AECI,SWPP,-182,05/25/2025 12:00:00 PM,CENT
AECI,TVA,130,05/25/2025 12:00:00 PM,TEN
AECI,MISO,-322,05/25/2025 1:00:00 PM,MIDW
AECI,SPA,198,05/25/2025 1:00:00 PM,CENT
AECI,SWPP,-162,05/25/2025 1:00:00 PM,CENT
AECI,TVA,124,05/25/2025 1:00:00 PM,TEN
AECI,MISO,-431,05/25/2025 2:00:00 PM,MIDW
AECI,SPA,175,05/25/2025 2:00:00 PM,CENT
AECI,SWPP,-108,05/25/2025 2:00:00 PM,CENT
AECI,TVA,124,05/25/2025 2:00:00 PM,TEN
AECI,MISO,-485,05/25/2025 3:00:00 PM,MIDW
AECI,SPA,251,05/25/2025 3:00:00 PM,CENT
AECI,SWPP,-197,05/25/2025 3:00:00 PM,CENT
AECI,TVA,123,05/25/2025 3:00:00 PM,TEN
AECI,MISO,-337,05/25/2025 4:00:00 PM,MIDW
AECI,SPA,261,05/25/2025 4:00:00 PM,CENT
AECI,SWPP,-337,05/25/2025 4:00:00 PM,CENT
AECI,TVA,134,05/25/2025 4:00:00 PM,TEN
AECI,MISO,-194,05/25/2025 5:00:00 PM,MIDW
AECI,SPA,228,05/25/2025 5:00:00 PM,CENT
AECI,SWPP,-298,05/25/2025 5:00:00 PM,CENT
AECI,TVA,161,05/25/2025 5:00:00 PM,TEN
AECI,MISO,-131,05/25/2025 6:00:00 PM,MIDW
AECI,SPA,118,05/25/2025 6:00:00 PM,CENT
AECI,SWPP,-45,05/25/2025 6:00:00 PM,CENT
AECI,TVA,171,05/25/2025 6:00:00 PM,TEN
AECI,MISO,-299,05/25/2025 7:00:00 PM,MIDW
AECI,SPA,102,05/25/2025 7:00:00 PM,CENT
AECI,SWPP,288,05/25/2025 7:00:00 PM,CENT
AECI,TVA,157,05/25/2025 7:00:00 PM,TEN
AECI,MISO,-332,05/25/2025 8:00:00 PM,MIDW
AECI,SPA,77,05/25/2025 8:00:00 PM,CENT
AECI,SWPP,252,05/25/2025 8:00:00 PM,CENT
AECI,TVA,142,05/25/2025 8:00:00 PM,TEN
AECI,MISO,-331,05/25/2025 9:00:00 PM,MIDW
AECI,SPA,157,05/25/2025 9:00:00 PM,CENT
AECI,SWPP,306,05/25/2025 9:00:00 PM,CENT
AECI,TVA,151,05/25/2025 9:00:00 PM,TEN
AECI,MISO,-187,05/25/2025 10:00:00 PM,MIDW
AECI,SPA,259,05/25/2025 10:00:00 PM,CENT
AECI,SWPP,212,05/25/2025 10:00:00 PM,CENT
AECI,TVA,190,05/25/2025 10:00:00 PM,TEN
AECI,MISO,-173,05/25/2025 11:00:00 PM,MIDW
AECI,SPA,291,05/25/2025 11:00:00 PM,CENT
AECI,SWPP,195,05/25/2025 11:00:00 PM,CENT
AECI,TVA,196,05/25/2025 11:00:00 PM,TEN
AECI,MISO,-43,05/26/2025 12:00:00 AM,MIDW
AECI,SPA,271,05/26/2025 12:00:00 AM,CENT
AECI,SWPP,-29,05/26/2025 12:00:00 AM,CENT
AECI,TVA,203,05/26/2025 12:00:00 AM,TEN
AECI,MISO,2,05/26/2025 1:00:00 AM,MIDW
AECI,SPA,222,05/26/2025 1:00:00 AM,CENT
AECI,SWPP,75,05/26/2025 1:00:00 AM,CENT
AECI,TVA,199,05/26/2025 1:00:00 AM,TEN
AECI,MISO,53,05/26/2025 2:00:00 AM,MIDW
AECI,SPA,216,05/26/2025 2:00:00 AM,CENT
AECI,SWPP,31,05/26/2025 2:00:00 AM,CENT
AECI,TVA,197,05/26/2025 2:00:00 AM,TEN
AECI,MISO,76,05/26/2025 3:00:00 AM,MIDW
AECI,SPA,198,05/26/2025 3:00:00 AM,CENT
AECI,SWPP,-10,05/26/2025 3:00:00 AM,CENT
AECI,TVA,194,05/26/2025 3:00:00 AM,TEN
AECI,MISO,130,05/26/2025 4:00:00 AM,MIDW
AECI,SPA,294,05/26/2025 4:00:00 AM,CENT
AECI,SWPP,-354,05/26/2025 4:00:00 AM,CENT
AECI,TVA,187,05/26/2025 4:00:00 AM,TEN
AECI,MISO,11,05/26/2025 5:00:00 AM,MIDW
AECI,SPA,262,05/26/2025 5:00:00 AM,CENT
AECI,SWPP,-287,05/26/2025 5:00:00 AM,CENT
AECI,TVA,175,05/26/2025 5:00:00 AM,TEN
AECI,MISO,-80,05/26/2025 6:00:00 AM,MIDW
AECI,SPA,268,05/26/2025 6:00:00 AM,CENT
AECI,SWPP,-164,05/26/2025 6:00:00 AM,CENT
AECI,TVA,149,05/26/2025 6:00:00 AM,TEN
AECI,MISO,-181,05/26/2025 7:00:00 AM,MIDW
AECI,SPA,282,05/26/2025 7:00:00 AM,CENT
AECI,SWPP,-54,05/26/2025 7:00:00 AM,CENT
AECI,TVA,139,05/26/2025 7:00:00 AM,TEN
AECI,MISO,-274,05/26/2025 8:00:00 AM,MIDW
AECI,SPA,282,05/26/2025 8:00:00 AM,CENT
AECI,SWPP,91,05/26/2025 8:00:00 AM,CENT
AECI,TVA,141,05/26/2025 8:00:00 AM,TEN
AECI,MISO,-362,05/26/2025 9:00:00 AM,MIDW
AECI,SPA,291,05/26/2025 9:00:00 AM,CENT
AECI,SWPP,92,05/26/2025 9:00:00 AM,CENT
AECI,TVA,140,05/26/2025 9:00:00 AM,TEN
AECI,MISO,-413,05/26/2025 10:00:00 AM,MIDW
AECI,SPA,259,05/26/2025 10:00:00 AM,CENT
AECI,SWPP,167,05/26/2025 10:00:00 AM,CENT
AECI,TVA,140,05/26/2025 10:00:00 AM,TEN
AECI,MISO,-476,05/26/2025 11:00:00 AM,MIDW
AECI,SPA,265,05/26/2025 11:00:00 AM,CENT
AECI,SWPP,221,05/26/2025 11:00:00 AM,CENT
AECI,TVA,148,05/26/2025 11:00:00 AM,TEN
AECI,MISO,-558,05/26/2025 12:00:00 PM,MIDW
AECI,SPA,298,05/26/2025 12:00:00 PM,CENT
AECI,SWPP,263,05/26/2025 12:00:00 PM,CENT
AECI,TVA,149,05/26/2025 12:00:00 PM,TEN
AECI,MISO,-694,05/26/2025 1:00:00 PM,MIDW
AECI,SPA,305,05/26/2025 1:00:00 PM,CENT
AECI,SWPP,337,05/26/2025 1:00:00 PM,CENT
AECI,TVA,119,05/26/2025 1:00:00 PM,TEN
AECI,MISO,-745,05/26/2025 2:00:00 PM,MIDW
AECI,SPA,266,05/26/2025 2:00:00 PM,CENT
AECI,SWPP,437,05/26/2025 2:00:00 PM,CENT
AECI,TVA,111,05/26/2025 2:00:00 PM,TEN
AECI,MISO,-632,05/26/2025 3:00:00 PM,MIDW
AECI,SPA,292,05/26/2025 3:00:00 PM,CENT
AECI,SWPP,541,05/26/2025 3:00:00 PM,CENT
AECI,TVA,142,05/26/2025 3:00:00 PM,TEN
AECI,MISO,-644,05/26/2025 4:00:00 PM,MIDW
AECI,SPA,323,05/26/2025 4:00:00 PM,CENT
AECI,SWPP,521,05/26/2025 4:00:00 PM,CENT
AECI,TVA,165,05/26/2025 4:00:00 PM,TEN
AECI,MISO,-587,05/26/2025 5:00:00 PM,MIDW
AECI,SPA,282,05/26/2025 5:00:00 PM,CENT
AECI,SWPP,491,05/26/2025 5:00:00 PM,CENT
AECI,TVA,159,05/26/2025 5:00:00 PM,TEN
AECI,MISO,-459,05/26/2025 6:00:00 PM,MIDW
AECI,SPA,128,05/26/2025 6:00:00 PM,CENT
AECI,SWPP,509,05/26/2025 6:00:00 PM,CENT
AECI,TVA,160,05/26/2025 6:00:00 PM,TEN
AECI,MISO,-389,05/26/2025 7:00:00 PM,MIDW
AECI,SPA,73,05/26/2025 7:00:00 PM,CENT
AECI,SWPP,452,05/26/2025 7:00:00 PM,CENT
AECI,TVA,172,05/26/2025 7:00:00 PM,TEN
AECI,MISO,-550,05/26/2025 8:00:00 PM,MIDW
AECI,SPA,104,05/26/2025 8:00:00 PM,CENT
AECI,SWPP,560,05/26/2025 8:00:00 PM,CENT
AECI,TVA,166,05/26/2025 8:00:00 PM,TEN
AECI,MISO,-495,05/26/2025 9:00:00 PM,MIDW
AECI,SPA,114,05/26/2025 9:00:00 PM,CENT
AECI,SWPP,565,05/26/2025 9:00:00 PM,CENT
AECI,TVA,183,05/26/2025 9:00:00 PM,TEN
AECI,MISO,-487,05/26/2025 10:00:00 PM,MIDW
AECI,SPA,8,05/26/2025 10:00:00 PM,CENT
AECI,SWPP,596,05/26/2025 10:00:00 PM,CENT
AECI,TVA,201,05/26/2025 10:00:00 PM,TEN
AECI,MISO,-467,05/26/2025 11:00:00 PM,MIDW
AECI,SPA,-54,05/26/2025 11:00:00 PM,CENT
AECI,SWPP,500,05/26/2025 11:00:00 PM,CENT
AECI,TVA,203,05/26/2025 11:00:00 PM,TEN
AECI,MISO,-262,05/27/2025 12:00:00 AM,MIDW
AECI,SPA,-89,05/27/2025 12:00:00 AM,CENT
AECI,SWPP,396,05/27/2025 12:00:00 AM,CENT
AECI,TVA,211,05/27/2025 12:00:00 AM,TEN
AECI,MISO,-2,05/27/2025 1:00:00 AM,MIDW
AECI,SPA,-132,05/27/2025 1:00:00 AM,CENT
AECI,SWPP,308,05/27/2025 1:00:00 AM,CENT
AECI,TVA,214,05/27/2025 1:00:00 AM,TEN
AECI,MISO,66,05/27/2025 2:00:00 AM,MIDW
AECI,SPA,-98,05/27/2025 2:00:00 AM,CENT
AECI,SWPP,358,05/27/2025 2:00:00 AM,CENT
AECI,TVA,200,05/27/2025 2:00:00 AM,TEN
AECI,MISO,51,05/27/2025 3:00:00 AM,MIDW
AECI,SPA,-28,05/27/2025 3:00:00 AM,CENT
AECI,SWPP,333,05/27/2025 3:00:00 AM,CENT
AECI,TVA,199,05/27/2025 3:00:00 AM,TEN
AECI,MISO,221,05/27/2025 4:00:00 AM,MIDW
AECI,SPA,126,05/27/2025 4:00:00 AM,CENT
AECI,SWPP,227,05/27/2025 4:00:00 AM,CENT
AECI,TVA,213,05/27/2025 4:00:00 AM,TEN
AECI,MISO,208,05/27/2025 5:00:00 AM,MIDW
AECI,SPA,162,05/27/2025 5:00:00 AM,CENT
AECI,SWPP,176,05/27/2025 5:00:00 AM,CENT
AECI,TVA,199,05/27/2025 5:00:00 AM,TEN
AECI,MISO,191,05/27/2025 6:00:00 AM,MIDW
AECI,SPA,194,05/27/2025 6:00:00 AM,CENT
AECI,SWPP,245,05/27/2025 6:00:00 AM,CENT
AECI,TVA,181,05/27/2025 6:00:00 AM,TEN
AECI,MISO,60,05/27/2025 7:00:00 AM,MIDW
AECI,SPA,198,05/27/2025 7:00:00 AM,CENT
AECI,SWPP,275,05/27/2025 7:00:00 AM,CENT
AECI,TVA,152,05/27/2025 7:00:00 AM,TEN
AECI,MISO,201,05/27/2025 8:00:00 AM,MIDW
AECI,SPA,155,05/27/2025 8:00:00 AM,CENT
AECI,SWPP,235,05/27/2025 8:00:00 AM,CENT
AECI,TVA,154,05/27/2025 8:00:00 AM,TEN
AECI,MISO,223,05/27/2025 9:00:00 AM,MIDW
AECI,SPA,140,05/27/2025 9:00:00 AM,CENT
AECI,SWPP,219,05/27/2025 9:00:00 AM,CENT
AECI,TVA,159,05/27/2025 9:00:00 AM,TEN
AECI,MISO,255,05/27/2025 10:00:00 AM,MIDW
AECI,SPA,111,05/27/2025 10:00:00 AM,CENT
AECI,SWPP,308,05/27/2025 10:00:00 AM,CENT
AECI,TVA,169,05/27/2025 10:00:00 AM,TEN
AECI,MISO,442,05/27/2025 11:00:00 AM,MIDW
AECI,SPA,92,05/27/2025 11:00:00 AM,CENT
AECI,SWPP,150,05/27/2025 11:00:00 AM,CENT
AECI,TVA,197,05/27/2025 11:00:00 AM,TEN
AECI,MISO,348,05/27/2025 12:00:00 PM,MIDW
AECI,SPA,118,05/27/2025 12:00:00 PM,CENT
AECI,SWPP,140,05/27/2025 12:00:00 PM,CENT
AECI,TVA,208,05/27/2025 12:00:00 PM,TEN
AECI,MISO,363,05/27/2025 1:00:00 PM,MIDW
AECI,SPA,91,05/27/2025 1:00:00 PM,CENT
AECI,SWPP,114,05/27/2025 1:00:00 PM,CENT
AECI,TVA,213,05/27/2025 1:00:00 PM,TEN
AECI,MISO,406,05/27/2025 2:00:00 PM,MIDW
AECI,SPA,4,05/27/2025 2:00:00 PM,CENT
AECI,SWPP,93,05/27/2025 2:00:00 PM,CENT
AECI,TVA,213,05/27/2025 2:00:00 PM,TEN
AECI,MISO,325,05/27/2025 3:00:00 PM,MIDW
AECI,SPA,33,05/27/2025 3:00:00 PM,CENT
AECI,SWPP,168,05/27/2025 3:00:00 PM,CENT
AECI,TVA,211,05/27/2025 3:00:00 PM,TEN
AECI,MISO,197,05/27/2025 4:00:00 PM,MIDW
AECI,SPA,73,05/27/2025 4:00:00 PM,CENT
AECI,SWPP,182,05/27/2025 4:00:00 PM,CENT
AECI,TVA,207,05/27/2025 4:00:00 PM,TEN
AECI,MISO,154,05/27/2025 5:00:00 PM,MIDW
AECI,SPA,102,05/27/2025 5:00:00 PM,CENT
AECI,SWPP,156,05/27/2025 5:00:00 PM,CENT
AECI,TVA,211,05/27/2025 5:00:00 PM,TEN
AECI,MISO,174,05/27/2025 6:00:00 PM,MIDW
AECI,SPA,99,05/27/2025 6:00:00 PM,CENT
AECI,SWPP,115,05/27/2025 6:00:00 PM,CENT
AECI,TVA,217,05/27/2025 6:00:00 PM,TEN
AECI,MISO,256,05/27/2025 7:00:00 PM,MIDW
AECI,SPA,7,05/27/2025 7:00:00 PM,CENT
AECI,SWPP,127,05/27/2025 7:00:00 PM,CENT
AECI,TVA,226,05/27/2025 7:00:00 PM,TEN
AECI,MISO,240,05/27/2025 8:00:00 PM,MIDW
AECI,SPA,-44,05/27/2025 8:00:00 PM,CENT
AECI,SWPP,163,05/27/2025 8:00:00 PM,CENT
AECI,TVA,211,05/27/2025 8:00:00 PM,TEN
AECI,MISO,254,05/27/2025 9:00:00 PM,MIDW
AECI,SPA,-46,05/27/2025 9:00:00 PM,CENT
AECI,SWPP,139,05/27/2025 9:00:00 PM,CENT
AECI,TVA,201,05/27/2025 9:00:00 PM,TEN
AECI,MISO,493,05/27/2025 10:00:00 PM,MIDW
AECI,SPA,-40,05/27/2025 10:00:00 PM,CENT
AECI,SWPP,18,05/27/2025 10:00:00 PM,CENT
AECI,TVA,226,05/27/2025 10:00:00 PM,TEN
AECI,MISO,565,05/27/2025 11:00:00 PM,MIDW
AECI,SPA,-125,05/27/2025 11:00:00 PM,CENT
AECI,SWPP,14,05/27/2025 11:00:00 PM,CENT
AECI,TVA,231,05/27/2025 11:00:00 PM,TEN
AECI,MISO,658,05/28/2025 12:00:00 AM,MIDW
AECI,SPA,-175,05/28/2025 12:00:00 AM,CENT
AECI,SWPP,-65,05/28/2025 12:00:00 AM,CENT
AECI,TVA,235,05/28/2025 12:00:00 AM,TEN
AECI,MISO,681,05/28/2025 1:00:00 AM,MIDW
AECI,SPA,-185,05/28/2025 1:00:00 AM,CENT
AECI,SWPP,-26,05/28/2025 1:00:00 AM,CENT
AECI,TVA,234,05/28/2025 1:00:00 AM,TEN
AECI,MISO,727,05/28/2025 2:00:00 AM,MIDW
AECI,SPA,-97,05/28/2025 2:00:00 AM,CENT
AECI,SWPP,-103,05/28/2025 2:00:00 AM,CENT
AECI,TVA,237,05/28/2025 2:00:00 AM,TEN
AECI,MISO,732,05/28/2025 3:00:00 AM,MIDW
AECI,SPA,-65,05/28/2025 3:00:00 AM,CENT
AECI,SWPP,-187,05/28/2025 3:00:00 AM,CENT
AECI,TVA,224,05/28/2025 3:00:00 AM,TEN
AECI,MISO,565,05/28/2025 4:00:00 AM,MIDW
AECI,SPA,12,05/28/2025 4:00:00 AM,CENT
AECI,SWPP,-80,05/28/2025 4:00:00 AM,CENT
AECI,TVA,203,05/28/2025 4:00:00 AM,TEN
AECI,MISO,725,05/28/2025 5:00:00 AM,MIDW
AECI,SPA,-22,05/28/2025 5:00:00 AM,CENT
AECI,SWPP,-121,05/28/2025 5:00:00 AM,CENT
AECI,TVA,189,05/28/2025 5:00:00 AM,TEN
AECI,MISO,621,05/28/2025 6:00:00 AM,MIDW
AECI,SPA,-10,05/28/2025 6:00:00 AM,CENT
AECI,SWPP,28,05/28/2025 6:00:00 AM,CENT
AECI,TVA,169,05/28/2025 6:00:00 AM,TEN
AECI,MISO,682,05/28/2025 7:00:00 AM,MIDW
AECI,SPA,-4,05/28/2025 7:00:00 AM,CENT
AECI,SWPP,48,05/28/2025 7:00:00 AM,CENT
AECI,TVA,163,05/28/2025 7:00:00 AM,TEN
AECI,MISO,846,05/28/2025 8:00:00 AM,MIDW
AECI,SPA,-38,05/28/2025 8:00:00 AM,CENT
